name,id,avg_household_income,median_income,percent_poverty,per_capita_income
17163503411,17163503411,61833,40330,3.0,24653
17163503412,17163503412,78825,60902,3.1,31767
17163503413,17163503413,74138,59520,4.4,31494
17163503414,17163503414,74472,60201,3.4,32766
17163503800,17163503800,109444,102471,0.1,32189
17163503903,17163503903,118613,106101,0.7,41804
17163503904,17163503904,82191,66405,0.7,28017
17163503905,17163503905,86781,64916,2.9,34672
17163503906,17163503906,80528,73366,1.3,31013
17163504001,17163504001,84826,74842,1.0,32331
17163504002,17163504002,69758,53833,1.4,27979
17163504302,17163504302,75395,57688,2.0,28169
17163504303,17163504303,79907,65877,3.8,30172
17163504351,17163504351,109745,87178,5.0,40559
17163504352,17163504352,76389,63341,2.4,33107
17163504353,17163504353,152993,127791,0.8,47390
17163504354,17163504354,76883,57709,3.0,32884
17163504355,17163504355,137586,106017,4.9,45907
17163504500,17163504500,28115,16143,8.2,10616
17163504600,17163504600,32124,25325,21.2,12567
17165955100,17165955100,47442,32034,6.9,20459
17165955500,17165955500,38605,25799,12.7,16914
17165955600,17165955600,70243,42228,2.6,28796
17165955700,17165955700,51614,38734,6.5,20774
17165955800,17165955800,44432,33354,9.5,17102
17165955900,17165955900,45618,30056,11.8,19624
17165956000,17165956000,53027,40933,10.1,23291
17165956100,17165956100,50749,33493,3.9,21274
17165956200,17165956200,79847,56639,1.6,32528
17167000100,17167000100,60507,48393,3.6,27607
17167000201,17167000201,87521,56620,1.6,41883
17167000202,17167000202,43784,32112,11.2,20433
17167000300,17167000300,44547,28070,13.6,17624
17167000400,17167000400,57020,48241,7.1,25524
17167000501,17167000501,78226,70380,3.5,33540
17167000503,17167000503,56317,39008,12.3,24138
17167000504,17167000504,74937,62403,1.4,30279
17167000600,17167000600,39515,28876,12.3,17911
17167000700,17167000700,46615,41094,6.9,20737
17167000800,17167000800,48414,38654,40.7,16869
17167000900,17167000900,34006,17883,43.9,14169
17167001001,17167001001,92318,64808,1.7,44053
17167001003,17167001003,105267,50208,2.0,56005
17167001004,17167001004,59441,53539,11.7,30998
17167001100,17167001100,66257,50088,11.0,32534
17167001200,17167001200,71077,51086,10.2,32958
17167001300,17167001300,60157,39110,15.2,33463
17167001400,17167001400,34362,19206,25.8,19005
17167001500,17167001500,29196,15385,38.2,11272
17167001600,17167001600,43229,18292,26.3,15578
17167001700,17167001700,48115,22674,29.1,15741
17167001800,17167001800,47547,32581,13.1,22123
17167001900,17167001900,48069,33787,26.9,24321
17167002000,17167002000,111208,86634,1.5,50664
17167002100,17167002100,104851,70015,3.8,48445
17167002200,17167002200,73271,44154,8.0,34541
17167002300,17167002300,40024,27056,35.2,14708
17167002400,17167002400,39693,27900,19.8,14893
17167002500,17167002500,58936,47878,9.7,24707
17167002600,17167002600,45354,37386,13.2,20919
17167002700,17167002700,48652,37833,3.6,22512
17167002801,17167002801,52251,42538,6.7,25017
17167002802,17167002802,36948,28407,9.9,17886
17167002900,17167002900,86032,66743,1.5,38943
17167003000,17167003000,72351,59309,8.1,28294
17167003100,17167003100,116875,95841,1.8,47064
17167003201,17167003201,95644,83118,1.3,36681
17167003202,17167003202,81760,71693,2.7,32749
17167003203,17167003203,105321,95170,0.6,37771
17167003300,17167003300,78932,57888,1.4,31453
17167003400,17167003400,70297,62026,2.8,26386
17167003500,17167003500,76106,64241,1.9,29919
17167003601,17167003601,104337,86566,10.6,39812
17167003602,17167003602,114246,87907,1.2,45073
17167003603,17167003603,141507,105049,1.9,55603
17167003604,17167003604,112990,67605,1.1,49100
17167003700,17167003700,98624,88317,0.5,36483
17167003801,17167003801,65238,55304,2.1,23669
17167003802,17167003802,68449,59901,3.4,26614
17167003901,17167003901,110513,99508,0.2,39877
17167003902,17167003902,97322,86888,0.5,37211
17167004000,17167004000,74855,56091,1.7,29361
17169970100,17169970100,57609,42773,4.4,19944
17169970200,17169970200,53748,46944,7.9,23899
17169970300,17169970300,67158,55556,4.3,26776
17171970600,17171970600,74401,55979,1.4,30063
17171970700,17171970700,65799,46235,1.6,27534
17173959100,17173959100,60647,47092,3.8,25314
17173959200,17173959200,63962,51677,1.9,26228
17173959300,17173959300,63392,40564,4.9,28012
17173959400,17173959400,60467,50377,2.2,24676
17173959500,17173959500,59783,50340,4.2,23335
17173959600,17173959600,51949,43712,2.7,20409
17175951400,17175951400,57287,43571,3.8,22925
17175951500,17175951500,70932,59000,3.6,29079
17177000100,17177000100,69869,59487,2.2,27580
17177000200,17177000200,59167,52546,1.8,23986
17177000300,17177000300,65378,49619,2.7,26595
17177000400,17177000400,62467,50808,3.8,23654
17177000500,17177000500,80667,67157,2.4,32584
17177000600,17177000600,72324,53594,3.0,28681
17177000700,17177000700,32535,22559,18.2,12415
17177000800,17177000800,40195,24209,18.6,17770
17177000900,17177000900,55020,44591,4.6,24591
17177001000,17177001000,73235,46786,1.1,33572
17177001100,17177001100,56227,43224,5.4,27009
17177001200,17177001200,44929,40608,11.5,18071
17177001300,17177001300,42625,32866,13.5,16198
17179020100,17179020100,66609,51333,5.8,29521
17179020301,17179020301,62600,53333,2.9,26068
17179020302,17179020302,61208,43900,7.2,26699
17179020400,17179020400,55281,43320,4.5,22789
17179020500,17179020500,62188,56150,1.2,23461
17179020600,17179020600,59157,44228,5.1,26084
17179020700,17179020700,76658,57160,2.4,31371
17179020800,17179020800,47247,39944,7.8,20070
17179020900,17179020900,48555,34396,9.4,18985
17179021000,17179021000,53174,45180,15.5,22609
17179021101,17179021101,54231,43043,18.8,23581
17179021102,17179021102,74169,51220,3.2,32103
17179021201,17179021201,89245,88388,1.7,32316
17179021202,17179021202,87161,58475,3.5,37635
17179021203,17179021203,72288,64286,7.4,28628
17179021500,17179021500,87372,65809,1.5,37249
17179021603,17179021603,102104,83071,1.7,37708
17179021604,17179021604,70371,58956,2.5,33782
17179021605,17179021605,79211,62318,10.3,33477
17179021606,17179021606,98404,77306,1.5,37107
17179021701,17179021701,81736,69563,0.4,29974
17179021702,17179021702,77377,64185,0.6,29693
17179021801,17179021801,63512,46189,3.1,17556
17179021802,17179021802,85737,65918,0.7,33800
17179021900,17179021900,73203,60439,2.6,28111
17179022000,17179022000,70013,54273,0.9,26870
17179022100,17179022100,72958,60462,5.1,29140
17179022200,17179022200,86325,66452,3.0,34592
17179022300,17179022300,82943,68117,0.7,32103
17179022400,17179022400,60625,52956,1.9,25238
17181950100,17181950100,67433,47773,5.3,26884
17181950200,17181950200,52646,42917,11.3,21651
17181950300,17181950300,45154,33170,12.3,17979
17181950400,17181950400,50276,36429,6.8,20622
17181950500,17181950500,49449,45286,3.3,19412
17183000100,17183000100,33424,19485,12.3,13033
17183000200,17183000200,40123,32500,26.4,16049
17183000300,17183000300,50595,37584,14.7,18677
17183000400,17183000400,33738,13082,24.9,12032
17183000500,17183000500,44858,35204,16.4,18693
17183000600,17183000600,33974,23500,39.4,13073
17183000700,17183000700,73126,59341,2.3,31993
17183000800,17183000800,50918,35663,6.8,21865
17183000900,17183000900,44703,36655,6.7,18508
17183001200,17183001200,57465,41134,4.7,29646
17183001300,17183001300,79411,55115,3.8,36266
17183010100,17183010100,61406,45918,2.4,24592
17183010200,17183010200,50693,35250,11.9,21115
17183010300,17183010300,67646,58867,1.1,26158
17183010400,17183010400,80304,71587,1.9,30876
17183010500,17183010500,53899,40124,3.1,23261
17183010600,17183010600,48089,36340,3.3,20488
17183010701,17183010701,48834,44206,3.5,20386
17183010702,17183010702,68847,57965,2.3,27907
17183010800,17183010800,62674,52761,2.7,25818
17183010900,17183010900,66590,58113,0.8,26131
17183011000,17183011000,50887,34375,7.4,20377
17183011100,17183011100,59511,48265,3.9,23238
17183011200,17183011200,45073,32539,16.1,11734
17185957200,17185957200,63538,54341,1.6,25117
17185957300,17185957300,61562,41325,4.2,27908
17185957400,17185957400,74481,48316,8.3,31229
17185957500,17185957500,49395,35870,9.4,20619
17187870100,17187870100,55661,39932,3.4,22768
17187870200,17187870200,63791,48028,3.0,26550
17187870300,17187870300,66948,51205,1.1,28007
17187870400,17187870400,52399,33472,8.5,19150
17187870500,17187870500,48388,33500,10.3,18362
17189950100,17189950100,67435,55727,1.3,26650
17189950200,17189950200,65234,57828,1.4,26678
17189950300,17189950300,60920,47551,6.8,24895
17189950400,17189950400,69346,56291,0.8,27617
17191954900,17191954900,56644,52706,2.7,22987
17191955000,17191955000,65965,47022,2.0,25902
17191955100,17191955100,48577,34568,9.9,22067
17191955200,17191955200,48877,32247,9.5,23277
17191955300,17191955300,50978,45662,2.2,20716
17193958000,17193958000,42438,29776,11.9,17694
17193958100,17193958100,57983,38929,7.7,26530
17193958200,17193958200,64694,45664,1.9,27944
17193958300,17193958300,60926,51774,1.7,25649
17193958400,17193958400,65705,48077,3.5,27681
17195000100,17195000100,77140,62266,1.3,29939
17195000200,17195000200,73742,50801,2.1,30787
17195000300,17195000300,61307,48564,3.7,24171
17195000400,17195000400,89447,55705,1.2,36914
17195000500,17195000500,68609,52271,3.6,30618
17195000600,17195000600,65756,54940,3.5,25857
17195000700,17195000700,62543,48200,3.9,25255
17195000800,17195000800,58946,53272,5.5,21623
17195000900,17195000900,93292,51486,3.2,40252
17195001000,17195001000,48875,40812,9.3,18276
17195001100,17195001100,54601,40603,7.6,20968
17195001200,17195001200,58021,48472,5.7,23214
17195001300,17195001300,55700,37951,7.8,25914
17195001400,17195001400,69332,52835,3.3,28071
17195001500,17195001500,37745,31086,9.4,15400
17195001600,17195001600,50398,37060,5.3,22162
17195001700,17195001700,46639,34059,14.2,19375
17195001800,17195001800,83926,72267,7.4,31033
17197880105,17197880105,110124,84193,2.5,31852
17197880106,17197880106,86952,66520,13.5,26425
17197880107,17197880107,84365,66593,7.7,26375
17197880109,17197880109,106446,79537,2.3,34314
17197880111,17197880111,77429,62945,4.4,22409
17197880112,17197880112,114322,68801,2.6,33024
17197880113,17197880113,78212,64628,18.1,19886
17197880114,17197880114,67139,35625,21.8,21760
17197880115,17197880115,69025,58056,6.9,22798
17197880116,17197880116,91251,72067,4.0,30334
17197880117,17197880117,66626,29137,7.2,27343
17197880118,17197880118,175535,137568,0.2,53358
17197880119,17197880119,163210,129268,1.0,55182
17197880120,17197880120,123225,110196,1.5,37679
17197880121,17197880121,130034,103535,1.4,36360
17197880202,17197880202,73278,65744,1.2,24594
17197880203,17197880203,77744,58295,1.2,24928
17197880204,17197880204,65518,55706,4.5,25466
17197880303,17197880303,127234,113813,1.6,40967
17197880304,17197880304,187581,140667,0.0,55644
17197880305,17197880305,197500,146564,0.9,56509
17197880306,17197880306,158877,121023,0.6,44157
17197880307,17197880307,122969,111165,2.5,44492
17197880308,17197880308,167005,141562,1.0,47713
17197880309,17197880309,168873,146444,0.7,47405
17197880310,17197880310,118004,111130,0.8,35252
17197880312,17197880312,201387,170103,0.5,59761
17197880313,17197880313,115248,104980,2.1,35676
17197880314,17197880314,136621,126190,1.0,37237
17197880404,17197880404,113846,95389,2.6,35879
17197880408,17197880408,82868,81553,1.2,24651
17197880410,17197880410,106955,85305,5.6,29196
17197880411,17197880411,119261,110541,0.1,42045
17197880412,17197880412,97167,84626,0.6,32389
17197880414,17197880414,86054,71352,1.8,29450
17197880415,17197880415,89387,77219,1.0,29062
17197880416,17197880416,83274,75852,0.9,27527
17197880417,17197880417,97836,79707,0.7,37925
17197880418,17197880418,131012,115848,0.6,35228
17197880419,17197880419,107349,92426,0.7,29183
17197880420,17197880420,96757,79923,2.3,25586
17197880421,17197880421,104470,102183,4.6,31968
17197880502,17197880502,92897,70078,2.7,32107
17197880503,17197880503,77642,56752,0.5,35604
17197880505,17197880505,80759,73804,5.5,23972
17197880507,17197880507,71048,58992,6.8,21464
17197880601,17197880601,103923,86780,0.0,38938
17197880602,17197880602,72865,64134,2.4,30981
17197880701,17197880701,75523,60846,4.7,31172
17197880702,17197880702,66484,58176,4.2,22074
17197880901,17197880901,91640,61171,1.6,37567
17197880903,17197880903,45350,27938,3.4,22793
17197880905,17197880905,58998,61918,4.7,22401
17197881001,17197881001,104649,95050,0.9,36002
17197881002,17197881002,92087,78873,3.1,31388
17197881005,17197881005,118551,102083,0.2,40010
17197881006,17197881006,125256,98237,1.4,42509
17197881007,17197881007,132722,100743,0.8,41164
17197881009,17197881009,108126,89160,0.3,35463
17197881010,17197881010,91476,78594,0.3,30516
17197881011,17197881011,120644,106652,4.1,40476
17197881012,17197881012,120940,97487,1.2,38196
17197881105,17197881105,123647,95882,0.7,39608
17197881107,17197881107,92658,78548,1.1,33962
17197881108,17197881108,104442,87397,2.1,33888
17197881109,17197881109,102582,77007,2.0,32955
17197881111,17197881111,114269,87069,0.1,44368
17197881112,17197881112,103645,86781,0.5,33062
17197881113,17197881113,119080,95657,2.5,38007
17197881115,17197881115,110104,95489,0.0,36747
17197881116,17197881116,127704,101145,1.5,40160
17197881200,17197881200,58930,42996,11.3,18336
17197881301,17197881301,45080,35286,29.5,11482
17197881302,17197881302,65451,39130,10.5,17353
17197881401,17197881401,63337,54467,4.0,22233
17197881402,17197881402,66370,60638,3.7,26942
17197881500,17197881500,72061,57471,6.5,26112
17197881601,17197881601,77911,62124,10.7,35363
17197881603,17197881603,57162,42246,11.6,23724
17197881604,17197881604,56548,47093,5.0,24600
17197881700,17197881700,101274,79580,5.6,41741
17197881800,17197881800,58885,43956,11.6,19197
17197881900,17197881900,33918,23470,49.6,12876
17197882000,17197882000,41910,25911,22.1,11612
17197882100,17197882100,51322,28628,42.3,12406
17197882200,17197882200,47065,29238,12.2,13741
17197882300,17197882300,55396,44245,4.5,20044
17197882400,17197882400,49768,35198,11.6,13338
17197882500,17197882500,41538,18916,42.5,12093
17197882601,17197882601,77298,56919,10.2,28020
17197882602,17197882602,45460,40405,39.3,13416
17197882701,17197882701,86812,77113,3.6,33011
17197882702,17197882702,65321,34050,12.5,22177
17197882801,17197882801,52232,32599,22.1,23230
17197882802,17197882802,47215,32339,14.8,17279
17197882900,17197882900,63731,53050,3.5,25644
17197883000,17197883000,62904,47714,5.6,20826
17197883100,17197883100,76421,47254,4.8,27153
17197883206,17197883206,78771,70518,2.9,31519
17197883208,17197883208,69338,52743,2.0,30450
17197883209,17197883209,96834,81845,0.1,34064
17197883210,17197883210,90519,56984,0.7,45362
17197883211,17197883211,82432,78540,1.8,28125
17197883212,17197883212,108546,93645,1.9,35786
17197883213,17197883213,107287,93810,0.9,40959
17197883214,17197883214,76157,63085,3.8,30368
17197883215,17197883215,99104,89794,1.0,29780
17197883216,17197883216,102537,78728,2.2,35151
17197883303,17197883303,105923,97045,0.1,36022
17197883304,17197883304,96246,86779,0.2,35482
17197883305,17197883305,133739,107616,0.0,42830
17197883306,17197883306,97079,91684,0.6,30499
17197883307,17197883307,85306,67396,2.4,31855
17197883401,17197883401,72073,58211,6.0,28119
17197883402,17197883402,69272,54863,1.0,29542
17197883504,17197883504,115215,89113,1.0,45686
17197883505,17197883505,143456,103373,1.6,45824
17197883507,17197883507,118117,86469,0.7,38587
17197883509,17197883509,84256,64409,3.4,29272
17197883510,17197883510,121930,90998,0.2,39000
17197883511,17197883511,104408,80442,1.2,34338
17197883513,17197883513,92578,81968,1.4,27709
17197883514,17197883514,120865,105610,0.4,38249
17197883515,17197883515,130068,103283,0.1,43486
17197883516,17197883516,155392,127083,0.7,46110
17197883517,17197883517,110964,87109,0.6,41027
17197883519,17197883519,112905,86568,1.6,41865
17197883521,17197883521,104708,96807,0.7,35024
17197883522,17197883522,114055,108560,0.3,39701
17197883602,17197883602,93992,71114,1.3,37118
17197883603,17197883603,65456,51552,5.3,24923
17197883605,17197883605,63936,34033,22.9,23151
17197883606,17197883606,87278,66734,1.4,26238
17197883700,17197883700,53881,45786,5.0,21902
17197883803,17197883803,53322,36601,5.2,26340
17197883804,17197883804,72686,49167,3.8,26598
17197883806,17197883806,124850,85864,0.5,45593
17197883808,17197883808,81031,70793,3.1,36046
17197883809,17197883809,59449,46875,1.9,26490
17197883810,17197883810,104315,84914,3.6,38435
17197883811,17197883811,83640,54571,2.1,33733
17197883902,17197883902,91986,78248,2.5,32958
17197883903,17197883903,103742,85705,0.8,37714
17197883904,17197883904,90089,73230,1.7,33486
17197884003,17197884003,69475,56200,5.2,24939
17197884004,17197884004,69374,53600,3.7,28309
17197884005,17197884005,78858,68619,1.3,30771
17197884006,17197884006,74833,70425,1.9,27682
17197884101,17197884101,67730,57051,1.4,20647
17197884103,17197884103,92423,68387,4.4,29997
17197980000,17197980000,0,0,0.0,0
17197980100,17197980100,237944,167500,0.0,2770
17199020100,17199020100,46320,33545,4.1,19999
17199020201,17199020201,60164,42601,4.6,25884
17199020202,17199020202,97284,53182,2.8,38030
17199020300,17199020300,65392,44844,3.4,26752
17199020400,17199020400,35568,28663,19.4,16062
17199020500,17199020500,65122,45606,10.2,27594
17199020600,17199020600,49345,41800,5.0,19075
17199020700,17199020700,45567,39709,11.0,19058
17199020800,17199020800,51901,40574,2.7,20587
17199020900,17199020900,76876,53362,1.4,32065
17199021000,17199021000,53313,31025,7.8,24670
17199021100,17199021100,39832,33308,14.3,16998
17199021200,17199021200,67696,45192,7.5,28436
17199021300,17199021300,82198,57909,3.3,32397
17199021400,17199021400,72389,55331,2.6,24738
17201000101,17201000101,57068,45154,15.5,22091
17201000103,17201000103,50529,38750,7.7,21079
17201000104,17201000104,52606,45068,4.9,19982
17201000105,17201000105,63850,57067,3.5,23257
17201000200,17201000200,46718,33194,17.3,20245
17201000300,17201000300,49675,41702,4.8,20867
17201000401,17201000401,69302,54070,0.8,27837
17201000402,17201000402,84552,55562,2.5,36154
17201000403,17201000403,84104,44509,5.1,36415
17201000501,17201000501,61293,45746,4.6,26004
17201000502,17201000502,77726,51642,14.2,30688
17201000504,17201000504,96795,75852,3.3,38797
17201000506,17201000506,95687,67248,1.9,38375
17201000507,17201000507,78288,42390,12.2,31000
17201000510,17201000510,120550,97197,4.9,47148
17201000511,17201000511,105597,59637,8.4,43738
17201000512,17201000512,85363,59798,2.1,40278
17201000513,17201000513,74761,51149,1.7,31119
17201000514,17201000514,94417,69826,1.9,39478
17201000600,17201000600,73249,56549,10.0,31070
17201000700,17201000700,81874,64012,6.0,36353
17201000800,17201000800,48764,30273,32.2,21924
17201001000,17201001000,28393,16885,48.6,11948
17201001100,17201001100,26818,11406,41.6,15884
17201001200,17201001200,30547,23430,38.7,10382
17201001300,17201001300,38252,27831,44.2,13764
17201001400,17201001400,42160,34340,22.6,16433
17201001500,17201001500,55059,43111,12.0,23798
17201001600,17201001600,49481,38363,24.6,20394
17201001700,17201001700,48674,48421,15.4,19313
17201001800,17201001800,34483,26250,37.2,12669
17201001900,17201001900,40161,32500,10.9,15576
17201002000,17201002000,38869,26235,31.0,15544
17201002100,17201002100,29749,14675,28.1,9907
17201002200,17201002200,52175,34298,11.1,18320
17201002301,17201002301,36310,30652,22.2,12824
17201002302,17201002302,56493,33859,7.5,22418
17201002400,17201002400,31322,22143,19.7,10561
17201002500,17201002500,40051,21939,26.1,11914
17201002600,17201002600,27917,17727,44.7,6114
17201002700,17201002700,37182,27219,42.3,11607
17201002800,17201002800,37834,18993,29.6,10825
17201002900,17201002900,23706,14667,35.4,20164
17201003000,17201003000,105577,68906,11.2,49073
17201003100,17201003100,35323,28074,45.6,13843
17201003200,17201003200,31419,22716,53.6,10476
17201003300,17201003300,39041,31624,33.5,14342
17201003400,17201003400,47212,40092,21.8,17664
17201003500,17201003500,81147,56272,6.1,36723
17201003601,17201003601,75484,41515,9.8,29487
17201003602,17201003602,49433,34610,12.5,21156
17201003604,17201003604,59619,47266,8.2,25015
17201003605,17201003605,42833,24813,6.3,17448
17201003606,17201003606,51105,33051,17.4,20906
17201003705,17201003705,84477,69462,1.5,32213
17201003706,17201003706,76340,60430,2.5,27636
17201003707,17201003707,45133,30291,7.0,22090
17201003708,17201003708,54026,39583,12.9,21417
17201003709,17201003709,58981,34101,8.4,20457
17201003710,17201003710,86114,66375,1.1,31730
17201003711,17201003711,67632,57848,3.3,26651
17201003801,17201003801,82535,68028,2.1,30913
17201003805,17201003805,77901,66081,2.2,29407
17201003806,17201003806,98331,88949,0.9,33332
17201003807,17201003807,85889,76683,2.4,34531
17201003808,17201003808,75407,56723,3.7,28265
17201003809,17201003809,73007,48314,6.3,33210
17201003901,17201003901,89914,82634,1.5,31576
17201003903,17201003903,131751,96384,0.3,46845
17201003904,17201003904,73182,62139,2.4,28346
17201004001,17201004001,68089,60881,2.5,24600
17201004002,17201004002,77382,64937,2.0,29345
17201004003,17201004003,45757,38942,9.3,19204
17201004100,17201004100,78219,61736,1.6,30391
17201004200,17201004200,89262,76849,1.2,32468
17201004300,17201004300,72116,62719,2.4,27700
17201980000,17201980000,86400,0,0.0,86400
17203030100,17203030100,71408,57193,2.0,26985
17203030200,17203030200,63526,48415,3.1,24973
17203030300,17203030300,83508,64942,2.9,31515
17203030400,17203030400,83006,74063,3.1,31050
17203030501,17203030501,119031,97939,1.3,42225
17203030502,17203030502,78358,61951,1.9,31410
17203030601,17203030601,68087,55787,5.4,23854
17203030602,17203030602,97286,73566,1.5,34365
17203030700,17203030700,75973,58436,2.3,29017
