name,id,avg_household_income,median_income,percent_poverty,per_capita_income
Humboldt village,1736542,56986,46747,0.6,23472
Hume village,1736568,62427,43558,2.8,27764
Huntley village,1736750,93790,79769,2.0,38198
Hurst city,1736815,46320,33545,5.3,21500
Hutsonville village,1736841,81172,59265,2.4,33700
Illiopolis village,1737127,74855,56091,1.7,28732
Ina village,1737179,61447,44891,3.8,5362
Indian Creek village,1737218,118539,89472,0.3,42592
Indian Head Park village,1737257,131790,80960,0.9,62487
Indianola village,1737348,66590,58113,0.4,26057
Industry village,1737439,54524,40625,3.2,23041
Ingalls Park CDP,1737465,55396,44245,14.1,20711
Inverness village,1737608,157220,115616,0.6,57499
Iola village,1737621,58774,46034,0.6,22509
Ipava village,1737647,58923,45352,1.3,26578
Iroquois village,1737712,71539,51598,0.7,34376
Irving village,1737738,53259,40896,2.0,20443
Irvington village,1737777,67435,55727,1.8,27526
Irwin village,1737803,81794,62738,0.1,29844
Island Lake village,1737894,87729,70910,2.4,32627
Itasca village,1737907,100090,81383,0.9,38479
Iuka village,1737933,60785,51409,1.3,22996
Ivesdale village,1737998,78524,61660,0.1,33527
Jacksonville city,1738115,56948,41554,12.6,21545
Jeffersonville village,1738323,65965,47022,0.7,29298
Jeisyville village,1738349,57688,43563,0.4,25340
Jerome village,1738375,53443,42771,3.3,27076
Jerseyville city,1738414,62377,51570,7.9,25643
Jewett village,1738427,59683,47635,0.9,22481
Johnsburg village,1738479,90823,77196,1.9,31517
Johnsonville village,1738531,65965,47022,0.1,22274
Johnston City city,1738544,45567,39709,15.5,19395
Joliet city,1738570,77862,61675,7.8,25360
Jonesboro city,1738635,45181,33181,4.1,18410
Joppa village,1738674,63991,51931,1.2,24530
Joy village,1738739,70269,54176,0.7,29489
Junction City village,1738791,44524,31678,4.8,16997
Junction village,1738778,49086,35921,0.7,22831
Justice village,1738830,65631,46908,6.9,24189
Kampsville village,1738856,62964,45741,1.5,28986
Kane village,1738869,66375,44936,1.1,24853
Kaneville village,1738895,91537,66120,0.5,35934
Kangley village,1738921,53528,43383,0.2,21966
Kankakee city,1738934,49769,33448,16.0,17434
Kansas village,1738986,71457,48796,1.9,31325
Kappa village,1739038,75973,58436,0.6,30121
Karnak village,1739077,43977,36875,3.7,20006
Kaskaskia village,1739129,56190,42442,0.0,16054
Keenes village,1739233,50978,45662,0.3,20882
Keensburg village,1739259,63538,54341,0.4,27533
Keithsburg city,1739298,70269,54176,1.0,30000
Kell village,1739324,60785,51409,0.6,22760
Kempton village,1739441,70875,55074,1.0,27614
Kenilworth village,1739519,321361,209766,0.7,102304
Kenney village,1739532,91204,64666,0.7,41965
Kewanee city,1739727,51915,38673,18.1,20853
Keyesport village,1739753,68735,51774,0.4,31020
Kilbourne village,1739857,57059,43939,1.7,23428
Kildeer village,1739883,179208,155209,0.7,57041
Kincaid village,1739909,57688,43563,6.1,24378
Kinderhook village,1739922,56016,34375,1.1,21784
Kingston Mines village,1740091,81625,59900,0.6,33785
Kingston village,1740065,79097,67423,2.0,25958
Kinmundy city,1740117,49592,41456,3.9,21556
Kinsman village,1740143,82661,65547,0.3,30058
Kirkland village,1740156,79097,67423,3.0,27031
Kirkwood village,1740182,55661,39932,3.3,22296
Knollwood CDP,1740364,135250,104599,1.0,51716
Knoxville city,1740416,59449,49974,4.2,23955
La Fayette village,1740676,57287,43571,1.0,21836
La Grange Park village,1740793,100547,68195,3.9,40103
La Grange village,1740767,133661,95059,4.3,48565
La Harpe city,1740832,55447,37231,5.7,23661
La Moille village,1741794,67752,54946,2.3,26970
La Prairie village,1742080,55193,42230,0.1,21138
La Rose village,1742171,65356,49394,0.4,27686
Lacon city,1740559,64200,59560,5.1,27046
Ladd village,1740598,83861,50787,1.7,36070
Lake Barrington village,1740884,159849,103247,0.6,72387
Lake Bluff village,1740910,196863,123221,1.6,70701
Lake Camelot CDP,1740962,81097,69924,0.6,29101
Lake Catherine CDP,1740988,98037,78408,0.6,41661
Lake Forest city,1741105,236968,139298,2.1,82715
Lake Holiday CDP,1741157,88580,67286,2.8,31425
Lake in the Hills village,1741183,105227,88111,1.5,34672
Lake Ka-Ho village,1741214,50590,44148,0.8,25402
Lake of the Woods CDP,1741346,88552,64208,1.7,36065
Lake Petersburg CDP,1741404,67752,54301,1.9,31002
Lake Summerset CDP,1741456,74136,60410,1.6,31385
Lake Villa village,1741586,104580,82010,1.0,36120
Lake Zurich village,1741742,130386,112114,1.9,43590
Lakemoor village,1741326,90292,72497,1.3,34109
Lakewood Shores CDP,1741716,74833,70425,3.4,28222
Lakewood village,1741651,119054,94102,0.2,40893
Lanark city,1741859,68773,54034,2.6,29454
Langleyville CDP,1742002,57688,43563,1.7,21232
Lansing village,1742028,71850,53451,7.3,27788
LaPlace CDP,1742067,72915,65597,0.6,30686
LaSalle city,1742184,60983,47268,5.4,25195
Latham village,1742249,67833,56319,1.2,28918
Lawrenceville city,1742405,48047,32930,8.4,22510
Le Roy city,1742971,72471,60784,3.3,29273
Leaf River village,1742457,90698,77679,0.4,39514
Lebanon city,1742496,75395,57688,6.6,28021
Lee village,1742587,75343,58347,0.4,27723
Leland Grove city,1742769,106635,73414,1.5,48032
Leland village,1742756,79253,72579,2.1,29284
Lemont village,1742795,109410,88829,1.2,39128
Lena village,1742834,65312,49675,2.3,26802
Lenzburg village,1742860,69758,53833,1.0,26912
Leonore village,1742912,63464,52533,0.4,27826
Lerna village,1742938,75716,46920,0.5,29651
Lewistown city,1743055,52800,37988,4.9,22724
Lexington city,1743094,79225,60426,1.3,31613
Liberty village,1743133,69129,58060,0.6,28134
Libertyville village,1743250,145830,107559,1.7,54456
Lily Lake village,1743406,140323,98000,0.1,45361
Lima village,1743445,60832,49046,0.3,22765
Limestone village,1743510,90120,79107,0.5,32484
Lincoln city,1743536,63486,41265,7.1,25724
Lincolnshire village,1743666,170145,120577,0.6,70561
Lincolnwood village,1743744,129511,91992,3.9,44655
Lindenhurst village,1743770,115313,95953,1.0,39884
Lisbon village,1743900,101533,85371,0.1,37407
Lisle village,1743939,104366,70622,2.5,43369
Litchfield city,1743965,49130,35059,12.6,20193
Little York village,1744082,55661,39932,1.5,23206
Littleton village,1744056,57609,42773,1.4,23553
Liverpool village,1744121,55062,47112,0.4,23903
Livingston village,1744160,74257,56099,2.0,32455
Loami village,1744173,76106,64241,1.4,29523
Lockport city,1744225,93228,75844,2.3,33243
Loda village,1744264,78424,65664,0.8,31215
Lomax village,1744381,51949,44263,2.0,22313
Lombard village,1744407,90299,71351,3.4,36411
London Mills village,1744446,57903,42266,1.7,22600
Long Creek village,1744498,80697,63729,0.7,31294
Long Grove village,1744524,164524,128899,0.6,50812
Long Lake CDP,1744550,70134,54968,1.7,23744
Long Point village,1744576,72461,58286,0.3,27253
Longview village,1744602,90322,60455,0.4,33649
Loraine village,1744719,60832,49046,0.6,24683
Lost Nation CDP,1744836,94871,80497,0.4,40601
Lostant village,1744823,63464,52533,1.3,23958
Louisville village,1744927,54366,43936,5.5,21622
Loves Park city,1745031,69292,51739,3.3,28388
Lovington village,1745044,71494,52381,3.3,29800
Ludlow village,1745174,71033,54142,0.8,27571
Lyndon village,1745278,65756,54940,1.6,24963
Lynnville village,1745369,74408,60865,0.4,30526
Lynwood village,1745421,72473,47081,7.3,26335
Lyons village,1745434,68712,55012,5.6,26001
Macedonia village,1745642,59893,47708,0.1,25668
Machesney Park village,1745726,66084,54274,6.1,25009
Mackinaw village,1745785,81736,69563,0.6,31269
Macomb city,1745889,43318,28009,22.5,16781
Macon city,1745941,79357,68125,4.1,33054
Madison city,1745993,48799,25542,4.7,19728
Maeystown village,1746058,88523,64818,0.1,32139
Magnolia village,1746110,68343,65574,0.9,26812
Mahomet village,1746136,101239,75171,2.1,36197
Makanda village,1746214,81844,60913,1.5,33555
Malden village,1746240,52808,40723,1.7,19985
Malta village,1746279,80882,61284,1.6,29393
Manchester village,1746331,65799,46235,0.7,28618
Manhattan village,1746357,99868,74970,3.3,33426
Manito village,1746383,63967,50952,6.1,25828
Manlius village,1746422,58422,52579,1.1,23271
Mansfield village,1746487,82924,69112,1.4,35238
Manteno village,1746500,71365,63623,5.3,28192
Maple Park village,1746604,86192,65763,1.0,31845
Mapleton village,1746643,81625,59900,0.6,32952
Maquon village,1746695,57571,50859,0.8,25542
Marengo city,1746786,80844,62078,5.2,29439
Marietta village,1746825,58923,45352,0.3,25779
Marine village,1746864,98778,76991,0.8,40437
Marion city,1746916,61157,40129,7.9,26458
Marissa village,1746955,69758,53833,3.9,28904
Mark village,1746981,70592,47036,1.1,28364
Markham city,1747007,67026,44034,11.2,21317
Maroa city,1747072,75760,58112,2.2,28562
Marquette Heights city,1747111,62188,56150,4.3,22792
Marseilles city,1747150,66682,51554,2.6,26769
Marshall city,1747163,59144,47143,4.5,25850
Martinsville city,1747254,61076,39722,2.1,26063
Martinton village,1747280,71539,51598,1.7,25724
Maryville village,1747397,98162,76297,2.0,39228
Mascoutah city,1747423,79902,65864,3.4,30069
Mason City city,1747475,50547,35607,13.8,21509
Mason town,1747449,56359,49881,1.2,23687
Matherville village,1747527,78086,67469,0.5,31213
Matteson village,1747540,91874,65285,2.2,32552
Mattoon city,1747553,54215,38449,11.6,23845
Maunie village,1747592,65705,48077,0.6,29780
Maywood village,1747774,68347,44139,15.0,21015
Mazon village,1747787,82661,65547,2.6,31191
McClure village,1745525,41699,33542,1.8,16597
McCook village,1745564,75925,48872,1.0,34300
McCullom Lake village,1745616,68914,64952,1.1,26147
McHenry city,1745694,88640,66855,3.8,33086
McLean village,1745811,94973,77211,2.0,36502
McLeansboro city,1745824,52342,28237,4.0,22839
McNabb village,1745850,68343,65574,1.0,28057
Mechanicsburg village,1748021,74855,56091,1.1,28166
Media village,1748073,51949,44263,0.5,24761
Medora village,1748138,72995,61658,0.2,26655
Melrose Park village,1748242,61456,45421,9.1,19246
Melvin village,1748268,73297,57500,1.2,29675
Mendon village,1748307,60832,49046,1.7,22788
Mendota city,1748333,72879,48771,7.2,27938
Menominee village,1748359,69416,53548,0.4,23232
Meredosia village,1748424,57071,42253,4.2,22850
Merrionette Park village,1748554,61459,42653,2.6,28950
Metamora village,1748606,83006,74063,3.9,32166
Metcalf village,1748632,62427,43558,1.4,24443
Metropolis city,1748645,43500,35380,7.8,18845
Mettawa village,1748671,184823,123171,0.2,68253
Middletown village,1748853,81530,56907,0.1,35732
Midlothian village,1748892,72138,60117,6.1,25318
Milan village,1749009,57144,44497,3.6,26034
Milford village,1749048,72971,49201,5.7,32463
Mill Creek village,1749178,49449,45286,0.3,17497
Mill Shoals village,1749347,60926,51774,0.4,27204
Millbrook village,1749100,103075,82359,0.1,36615
Milledgeville village,1749191,67767,54958,1.4,28827
Millington village,1749308,93062,73737,0.2,32467
Millstadt village,1749386,91120,72413,1.2,37370
Milton village,1749477,63595,42730,1.9,23936
Mineral village,1749516,77231,47331,0.9,32913
Minier village,1749555,70013,54273,1.0,28520
Minonk city,1749568,63526,48415,6.5,24946
Minooka village,1749607,93200,81565,1.7,29733
Mitchell CDP,1749698,66255,55806,3.2,25408
Modesto village,1749802,61614,0,1.6,26406
Mokena village,1749854,112297,95429,1.1,38100
Moline city,1749867,68126,49095,7.7,29099
Momence city,1749893,60269,49610,6.4,21704
Monee village,1749945,92993,70349,2.8,35947
Monmouth city,1750010,50299,33488,13.9,18567
Monroe Center village,1750062,75759,61134,0.4,28148
Montgomery village,1750218,94051,74325,1.1,30595
Monticello city,1750244,73346,63859,2.3,30830
Montrose village,1750283,75928,61083,0.2,35131
Morris city,1750491,79984,58102,2.8,32267
Morrison city,1750530,66258,49468,4.1,27101
Morrisonville village,1750543,82390,57593,1.5,32613
Morton Grove village,1750647,93034,71802,5.1,34503
Morton village,1750621,90566,73046,2.8,36868
Mound City city,1750751,43977,36875,4.4,17501
Mound Station village,1750790,59981,51702,0.5,25074
Mounds city,1750777,49835,30417,5.2,20734
Mount Auburn village,1750829,66090,52562,2.6,26711
Mount Carmel city,1750868,61476,42606,8.6,26586
Mount Carroll city,1750881,75273,45353,4.3,31521
Mount Clare village,1750920,63346,48125,0.7,27571
Mount Erie village,1750933,56644,52706,0.3,27679
Mount Morris village,1750998,58301,43578,10.0,25183
Mount Olive city,1751024,54448,46377,11.5,22827
Mount Prospect village,1751089,93942,68476,3.0,35664
Mount Pulaski city,1751128,67833,56319,4.8,28762
Mount Sterling city,1751154,70917,38161,2.4,31449
Mount Vernon city,1751180,58981,35078,15.5,25875
Mount Zion village,1751206,94218,70561,1.8,35600
Moweaqua village,1751232,60757,47153,3.6,25351
Muddy village,1751271,79847,56639,0.2,35227
Mulberry Grove village,1751284,74409,52126,2.4,32040
Mulkeytown CDP,1751310,56824,42806,0.4,24353
Muncie village,1751336,62674,52761,0.4,27044
Mundelein village,1751349,110605,77996,3.1,37411
Murphysboro city,1751453,46419,32328,8.3,20157
Murrayville village,1751479,71215,61554,1.5,29845
Naperville city,1751622,135342,105740,2.3,47714
Naplate village,1751648,79230,64429,0.8,35622
Naples town,1751661,74401,55979,0.5,28043
Nashville city,1751700,60970,47595,5.8,25039
Nason city,1751726,60196,52682,0.7,25762
Nauvoo city,1751791,52903,38438,8.1,22745
Nebo village,1751882,63595,42730,2.4,27121
Nelson village,1751947,61322,48776,1.0,24168
Neoga city,1751986,62308,47213,3.6,23385
Neponset village,1751999,77231,47331,1.7,30370
New Athens village,1752116,84826,74842,0.8,33905
New Baden village,1752142,84555,72592,1.0,31484
New Bedford village,1752155,58422,52579,0.2,28821
New Berlin village,1752168,76106,64241,2.5,30420
New Boston city,1752220,70269,54176,1.2,28704
New Burnside village,1752285,59789,48347,0.3,23236
New Canton town,1752311,55083,42880,1.1,23936
New Douglas village,1752415,74257,56099,0.7,30029
New Grand Chain village,1752467,43977,36875,1.6,19266
New Haven village,1752506,64367,41415,1.3,28987
New Holland village,1752545,70757,56860,0.5,29986
New Lenox village,1752584,109327,87817,1.4,35854
New Milford village,1752701,80344,63805,0.3,31930
New Minden village,1752714,67435,55727,0.6,26974
New Salem village,1752805,49838,41250,1.0,21099
Newark village,1752103,101554,85290,0.1,38287
Newman city,1752623,57768,51875,4.0,24576
Newton city,1752844,52852,37192,5.9,22799
Niantic village,1752961,76866,57578,1.1,29572
Niles village,1753000,75584,51243,3.7,30195
Nilwood town,1753039,82477,57865,0.2,32093
Noble village,1753143,72166,58092,2.1,31020
Nokomis city,1753169,55051,37865,8.2,22987
Nora village,1753195,64151,49469,0.3,27569
Normal town,1753234,70685,50562,17.0,24227
Norridge village,1753377,67005,52878,5.8,26031
Norris City village,1753403,65705,48077,5.4,28755
Norris village,1753390,63388,54381,0.7,26188
North Aurora village,1753442,101774,77323,1.7,35578
North Barrington village,1753455,173558,123651,0.2,60720
North Chicago city,1753559,67136,45511,10.2,13644
North City village,1753585,54787,41190,1.2,23068
North Henderson village,1753793,61400,51157,0.3,24297
North Pekin village,1754092,62399,56162,1.2,24555
North Riverside village,1754144,69257,53260,2.4,29345
North Utica village,1754222,79230,64429,1.4,31821
Northbrook village,1753481,141320,105642,2.5,53861
Northfield village,1753663,159400,115434,0.7,64407
Northlake city,1753871,72319,58160,2.9,23375
Norwood village,1754404,62181,51777,0.6,24066
Oak Brook village,1754534,132971,76137,0.8,49575
Oak Forest city,1754638,79490,66708,5.1,29019
Oak Grove village,1754703,80550,63462,0.3,36613
Oak Lawn village,1754820,78709,57345,5.1,31046
Oak Park village,1754885,113572,75087,7.1,49629
Oak Run CDP,1754924,77471,61238,2.2,36965
Oakbrook Terrace city,1754560,91943,69422,0.9,47264
Oakdale village,1754586,69346,56291,0.3,24789
Oakford village,1754625,70957,58412,1.3,29772
Oakland city,1754781,56986,46747,3.8,24737
Oakwood Hills village,1755041,109976,89042,0.6,40495
Oakwood village,1755002,62674,52761,4.9,25855
Oblong village,1755106,68618,48024,3.2,29488
Oconee village,1755132,51949,43712,0.6,20202
Odell village,1755171,67031,54651,1.3,26723
Odin village,1755210,62320,51429,3.1,23862
O'Fallon city,1755249,98098,74631,4.4,37278
Ogden village,1755275,83631,69915,0.5,32007
Oglesby city,1755353,61300,54656,2.5,25855
Ohio village,1755379,67752,54946,1.6,26942
Ohlman village,1755418,55051,37865,0.5,24059
Okawville village,1755470,65234,57828,2.1,27431
Old Mill Creek village,1755639,129163,95706,0.0,52971
Old Ripley village,1755717,61691,41908,0.3,24562
Old Shawneetown village,1755756,49086,35921,1.1,18057
Olive Branch CDP,1755847,44934,34872,6.0,19450
Olivet CDP,1755886,59511,48265,1.8,19466
Olmsted village,1755899,43977,36875,2.5,20206
Olney city,1755912,54097,36642,8.4,22832
Olympia Fields village,1755938,117768,75921,1.7,46063
Omaha village,1756003,64360,41404,1.8,27825
Onarga village,1756081,60597,44158,4.0,19800
Oneida city,1756159,61694,48944,0.8,24766
Opdyke CDP,1756198,61447,44891,0.4,22014
Oquawka village,1756237,49823,45772,8.1,22786
Orangeville village,1756341,59167,52546,1.7,25069
Oreana village,1756471,71986,44702,1.2,28877
Oregon city,1756484,61284,48777,4.5,26846
Orient city,1756536,60470,41685,1.5,26012
Orion village,1756601,91346,70988,0.9,36470
Orland Hills village,1756627,94772,73996,1.2,31737
Orland Park village,1756640,101997,78182,2.4,38880
Oswego village,1756887,115416,93377,1.3,37775
Ottawa city,1756926,66751,48988,5.8,27681
Otterville town,1756978,69222,60938,0.4,23074
Owaneco village,1757043,52220,44679,0.6,18791
Paderborn CDP,1757160,91120,72413,0.0,44501
Palatine village,1757225,101263,75014,5.5,39698
Palestine village,1757277,56028,39355,3.1,24842
Palmer village,1757303,82390,57593,0.3,28783
Palmyra village,1757329,61614,0,5.9,26305
Palos Heights city,1757381,106123,74980,2.0,40957
Palos Hills city,1757394,77558,54646,4.6,32143
Palos Park village,1757407,119671,81453,0.8,48639
Pana city,1757472,45932,33404,10.6,19922
Panama village,1757498,57489,42613,0.4,26482
Panola village,1757524,75973,58436,0.1,30389
Papineau village,1757576,71539,51598,0.8,24683
Paris city,1757628,54273,39983,10.8,23338
Park City city,1757654,73363,54991,3.3,23976
Park Forest village,1757732,63551,45724,13.2,25305
Park Ridge city,1757875,120198,85473,1.5,45276
Parkersburg village,1757693,61917,52710,0.6,25514
Patoka village,1758057,74663,57848,2.1,31195
Paw Paw village,1758226,62373,57148,2.5,25021
Pawnee village,1758174,78932,57888,2.3,30720
Paxton city,1758239,64841,49628,5.6,25890
Payson village,1758265,69129,58060,1.1,25940
Pearl City village,1758369,62467,50808,3.2,24152
Pearl village,1758343,63595,42730,1.0,23502
Pecatonica village,1758408,72116,62719,2.0,28715
Pekin city,1758447,61221,46034,7.3,24816
Penfield CDP,1758577,71033,54142,0.4,29076
Peoria city,1759000,73105,45261,16.3,29972
Peoria Heights village,1759026,66905,43080,3.5,31083
Peotone village,1759052,91924,75457,2.1,33689
Percy village,1759104,52001,38763,3.2,22248
Perry village,1759156,49838,41250,2.9,22722
Peru city,1759234,66725,51871,4.6,29030
Pesotum village,1759273,78524,61660,0.4,33205
Petersburg city,1759312,67752,54301,2.3,29499
Phillipstown village,1759520,64694,45664,0.1,29406
Philo village,1759533,78524,61660,1.1,28710
Phoenix village,1759572,50058,31658,14.7,18529
Pierron village,1759709,79570,56269,0.5,32756
Pinckneyville city,1759884,53752,45823,5.8,14066
Pingree Grove village,1759988,111899,96213,0.5,37456
Piper City village,1760079,70875,55074,3.5,27629
Pistakee Highlands CDP,1760144,80986,58646,1.5,30786
Pittsburg village,1760209,51901,40574,1.4,20960
Pittsfield city,1760222,49469,39878,4.4,19675
Plainfield village,1760287,119259,107572,1.9,35915
Plainville village,1760339,69129,58060,0.3,26971
Plano city,1760352,93865,70707,4.4,30686
Plattville village,1760391,101533,85371,0.1,36082
Pleasant Hill village,1760534,55083,42880,3.0,23151
Pleasant Plains village,1760599,76106,64241,1.5,29418
Plymouth village,1760833,53364,42644,1.0,21874
Pocahontas village,1760872,77178,50962,1.5,30714
Polo city,1760937,66454,60163,5.3,27880
Pontiac city,1761015,62850,47950,7.5,22852
Pontoon Beach village,1761067,64422,46429,3.5,24550
Pontoosuc village,1761080,55857,37750,1.0,24485
Poplar Grove village,1761145,102222,80344,1.2,33029
Port Barrington village,1761216,100752,79427,0.5,34868
Port Byron village,1761223,87293,66465,1.6,36041
Posen village,1761314,59464,40143,9.1,17530
Potomac village,1761366,67646,58867,0.9,25345
Prairie City village,1761548,49774,35663,1.2,17730
Prairie du Rocher village,1761639,63563,49574,1.5,25362
Prairie Grove village,1761678,110442,88414,0.4,36659
Prestbury CDP,1761821,138398,125183,0.3,57706
Preston Heights CDP,1761860,76421,47254,8.7,26710
Princeton city,1761899,66391,45939,9.0,29460
Princeville village,1761925,82268,60103,4.8,31951
Prophetstown city,1761977,62543,48200,5.7,24987
Prospect Heights city,1762016,79024,60136,3.0,29722
Pulaski village,1762211,49835,30417,1.3,23466
Quincy city,1762367,61889,41688,11.7,26123
Radom village,1762523,69346,56291,0.3,28999
Raleigh village,1762588,70243,42228,1.1,29703
Ramsey village,1762627,64911,46509,3.9,25789
Rankin village,1762744,61406,45918,1.6,24737
Ransom village,1762757,70555,49299,0.5,26825
Rantoul village,1762783,55148,37764,17.1,22040
Rapids City village,1762822,87293,66465,0.9,33588
Raritan village,1762848,51949,44263,0.6,22210
Raymond village,1762965,80749,50086,6.0,34034
Red Bud city,1763043,68799,56355,6.7,28967
Reddick village,1763056,82713,63978,0.1,32476
Redmon village,1763069,62427,43558,1.3,28146
Rentchler CDP,1763355,118613,106101,0.0,41863
Reynolds village,1763420,86592,65026,0.4,33898
Richmond village,1763641,87073,66275,1.2,42003
Richton Park village,1763706,82631,62377,6.6,30259
Richview village,1763719,67435,55727,0.7,27987
Ridge Farm village,1763862,59511,48265,3.8,24223
Ridgway village,1764018,64360,41404,6.0,30440
Ridott village,1764044,72324,53594,0.7,26460
Ringwood village,1764135,90130,77510,0.3,30726
Rio village,1764148,61694,48944,0.3,24678
Ripley village,1764174,59981,51702,0.4,25806
River Forest village,1764304,183800,123290,5.3,65166
River Grove village,1764343,60578,46670,9.7,24499
Riverdale village,1764278,53723,40701,16.8,18220
Riverside village,1764421,120032,89466,2.8,46687
Riverton village,1764486,68437,59879,5.4,27197
Riverwoods village,1764538,173907,104028,0.3,59347
Roanoke village,1764590,83508,64942,4.0,33201
Robbins village,1764616,47238,27768,17.1,15463
Roberts village,1764655,63482,52661,1.8,27883
Robinson city,1764707,55093,39033,12.5,20400
Rochelle city,1764746,62696,50087,7.5,25107
Rochester village,1764759,104335,92562,0.4,38408
Rock City village,1764837,69869,59487,0.8,27282
Rock Falls city,1764928,47059,35963,13.4,19345
Rock Island Arsenal CDP,1765104,31046,20556,1.9,10001
Rock Island city,1765078,60028,42952,12.6,24508
Rockbridge village,1764811,66375,44936,0.4,31027
Rockdale village,1764902,63731,53050,8.8,25576
Rockford city,1765000,59028,38609,17.5,23157
Rockton village,1765156,78703,67380,2.3,29187
Rockwood village,1765221,62354,51591,0.1,22269
Rolling Meadows city,1765338,89149,62638,2.5,33068
Rome CDP,1765403,70133,59890,2.7,28126
Romeoville village,1765442,79658,66147,4.3,24064
Roodhouse city,1765481,45771,36280,14.6,19630
Roscoe village,1765611,84474,72360,1.3,30296
Rose Hill village,1765754,61496,52322,0.1,31517
Roselle village,1765806,102533,77099,1.5,38882
Rosemont village,1765819,67652,46876,5.8,26597
Roseville village,1765845,63791,48028,3.3,27219
Rosewood Heights CDP,1765884,68078,54893,2.7,27868
Rosiclare city,1765897,44611,35000,14.6,19152
Rossville village,1765962,61429,45964,1.6,24922
Round Lake Beach village,1766040,75214,59763,9.6,21503
Round Lake Heights village,1766053,86023,65146,1.9,23820
Round Lake Park village,1766066,89789,60590,2.5,34145
Round Lake village,1766027,93228,73059,4.4,29805
Roxana village,1766131,53539,40693,1.7,21874
Royal Lakes village,1766196,67342,48914,0.4,27689
Royal village,1766157,83631,69915,0.2,37677
Royalton village,1766209,49233,38016,5.9,20703
Ruma village,1766287,63563,49574,0.8,23059
Rushville city,1766339,53751,46943,6.7,23912
Russellville village,1766404,62108,52926,0.5,30393
Rutland village,1766443,63464,52533,0.9,26344
Sadorus village,1766534,78524,61660,0.3,32655
Sailor Springs village,1766599,54366,43936,0.5,24608
Salem city,1767236,51468,36637,9.6,21488
Sammons Point village,1767372,81794,62738,0.3,30196
San Jose village,1767613,66024,57107,1.2,24270
Sandoval village,1767444,44524,31678,12.7,17369
Sandwich city,1767548,80864,58366,2.0,29464
Sauget village,1767756,50712,31888,0.5,24240
Sauk Village village,1767769,66438,50696,8.3,20401
Saunemin village,1767795,75919,58725,2.0,27475
Savanna city,1767821,44470,37523,13.4,20129
Savoy village,1767860,85117,66348,2.0,38081
Sawyerville village,1767873,50701,44231,0.5,20898
Saybrook village,1767912,87419,59086,1.5,36456
Scales Mound village,1767925,64151,49469,0.8,26274
Schaumburg village,1768003,93657,72235,2.3,39795
Schiller Park village,1768081,66845,42356,8.1,24708
Schram City village,1768120,64999,45954,0.8,28395
Sciota village,1768198,69222,47744,0.3,29504
Scott AFB CDP,1768328,91479,81808,0.7,28239
Scottville village,1768406,61614,45000,1.0,27620
Seaton village,1768458,70269,54176,0.4,28171
Seatonville village,1768471,54393,45319,0.9,23732
Secor village,1768510,75973,58436,0.9,31163
Seneca village,1768640,70771,53644,1.1,25908
Sesser city,1768705,51190,41042,13.9,21658
Seymour CDP,1768809,78673,60901,1.4,30119
Shabbona village,1768822,70363,59667,1.1,27917
Shannon village,1768991,68782,54030,2.3,29166
Shawneetown city,1769082,49086,35921,7.1,20957
Sheffield village,1769147,77231,47331,3.3,31360
Shelbyville city,1769186,63389,40567,5.5,28228
Sheldon village,1769212,57157,42039,3.9,22916
Sheridan village,1769277,88210,68053,1.6,12425
Sherman village,1769342,98624,88317,0.9,35355
Sherrard village,1769368,78086,67469,0.5,32821
Shiloh village,1769524,83992,64806,1.9,31290
Shipman town,1769563,67773,59633,1.2,26175
Shorewood village,1769758,103793,88565,1.7,36605
Shumway village,1769797,77477,57000,0.4,30300
Sibley village,1769810,73297,57500,0.7,34762
Sidell village,1769836,66590,58113,1.0,24391
Sidney village,1769875,90322,60455,3.3,35601
Sigel town,1769914,59783,50340,1.2,21637
Silvis city,1769979,51792,39026,5.5,22853
Simpson village,1770005,59789,48347,0.1,19930
Sims village,1770031,50978,45662,0.9,20027
Skokie village,1770122,95567,67598,8.0,34712
Sleepy Hollow village,1770161,116620,86786,0.6,42003
Smithboro village,1770213,74409,52126,0.7,27746
Smithfield village,1770226,58923,45352,0.6,24082
Smithton village,1770252,81739,73780,1.8,30079
Somonauk village,1770460,80474,64624,0.7,30481
Sorento village,1770525,61691,41908,1.6,25023
South Barrington village,1770564,195400,131776,0.9,61852
South Beloit city,1770590,67900,58592,3.7,25880
South Chicago Heights village,1770629,55497,48837,8.7,20341
South Elgin village,1770720,110934,87118,2.1,36265
South Holland village,1770850,80972,63813,4.6,27133
South Jacksonville village,1770889,67991,59340,4.4,32128
South Pekin village,1771175,63512,46189,1.9,22722
South Roxana village,1771240,66255,55806,5.7,25528
South Wilmington village,1771370,67897,57206,1.8,28913
Southern View village,1770759,48652,37833,5.1,22163
Sparland village,1771422,70162,60333,1.8,27477
Sparta city,1771448,56885,41857,6.2,24066
Spaulding village,1771474,68449,59901,1.4,24698
Spillertown village,1771526,76876,53362,0.3,33704
Spring Bay village,1771604,78358,61951,1.3,32591
Spring Grove village,1772052,104104,83399,1.3,32936
Spring Valley city,1772156,63734,46579,4.1,25824
Springerton village,1771643,60926,51774,0.4,24924
Springfield city,1772000,71499,49499,11.3,31192
St. Anne village,1766638,61740,43158,7.7,24411
St. Augustine village,1766677,52724,41851,0.5,26362
St. Charles city,1766703,110287,81044,2.2,41554
