name,id,avg_household_income,median_income,percent_poverty,per_capita_income
St. David village,1766768,55062,47112,1.7,22717
St. Elmo city,1766794,48612,40118,7.0,18783
St. Francisville city,1766833,60836,45687,0.8,25225
St. Jacob village,1766859,101797,84120,0.5,38475
St. Johns village,1766924,47173,34206,0.5,21325
St. Joseph village,1766950,83631,69915,2.5,31243
St. Libory village,1766989,69758,53833,1.2,29264
St. Peter village,1767132,59766,43606,1.9,25472
Standard City village,1772234,82477,57865,0.1,34727
Standard village,1772221,70592,47036,0.8,34975
Stanford village,1772260,94973,77211,1.5,36651
Staunton city,1772403,61192,46704,3.6,25565
Ste. Marie village,1766800,65851,57769,0.3,28608
Steeleville village,1772468,52001,38763,6.9,23192
Steger village,1772520,59715,43721,6.9,24061
Sterling city,1772546,59003,41779,9.8,24196
Steward village,1772624,78823,57623,0.8,29559
Stewardson village,1772650,59783,50340,2.4,24842
Stickney village,1772676,71182,44227,5.6,29643
Stillman Valley village,1772702,77137,62272,0.5,29615
Stockton village,1772780,62333,45931,4.8,26580
Stone Park village,1772923,60799,45359,8.4,15022
Stonefort village,1772884,64244,50070,0.4,25957
Stonington village,1772949,81597,62276,3.9,32481
Stoy village,1773027,68618,48024,0.2,27051
Strasburg village,1773040,60467,50377,1.2,25767
Strawn village,1773131,66261,45650,0.5,26505
Streamwood village,1773157,90070,70916,4.6,29454
Streator city,1773170,55095,44547,5.2,22589
Stronghurst village,1773261,51949,44263,3.8,20827
Sublette village,1773287,62373,57148,1.3,27644
Sugar Grove village,1773391,124642,110710,0.7,42877
Sullivan city,1773495,54297,42387,4.2,23272
Summerfield village,1773547,75395,57688,0.7,27918
Summit village,1773638,57427,48810,10.5,17061
Sumner city,1773703,60836,45687,3.5,6344
Sun River Terrace village,1773943,58255,48182,1.4,21956
Swansea village,1774119,83863,59313,3.1,33470
Sycamore city,1774223,83119,61761,3.8,33178
Symerton village,1774275,96246,86779,0.0,37613
Table Grove village,1774301,58923,45352,1.1,23654
Tallula village,1774379,70957,58412,2.2,29517
Tamaroa village,1774444,53690,45222,3.7,22048
Tamms village,1774457,41699,33542,2.9,15769
Tampico village,1774470,58946,53272,5.9,21937
Taylor Springs village,1774561,54847,43942,1.2,20826
Taylorville city,1774574,59908,41861,6.2,26231
Tennessee village,1774665,52138,41596,0.4,25842
Teutopolis village,1774743,76076,61213,3.2,28491
Thawville village,1774847,78424,65664,0.5,30914
Thayer village,1774860,70297,62026,1.2,28707
The Galena Territory CDP,1774970,91158,62908,0.2,45407
Thebes village,1774873,44934,34872,3.0,15974
Third Lake village,1775081,128244,111001,0.2,43291
Thomasboro village,1775107,71033,54142,2.4,31353
Thompsonville village,1775159,58402,44867,1.4,23124
Thomson village,1775172,62455,50196,2.4,24982
Thornton village,1775185,61090,44368,7.9,24980
Tilden village,1775263,59977,51250,4.2,25108
Tilton village,1775276,49166,43640,3.9,22453
Timberlane village,1775360,93464,73577,0.6,28820
Time village,1775419,63595,42730,0.2,27650
Tinley Park village,1775484,96945,79743,2.8,37042
Tiskilwa village,1775549,65492,50605,1.7,25043
Toledo village,1775601,59683,47635,4.7,25454
Tolono village,1775614,78524,61660,2.6,30252
Toluca city,1775653,65356,49394,4.3,26438
Tonica village,1775718,63464,52533,2.1,26278
Topeka village,1775757,72347,43828,0.3,32366
Toulon city,1775783,57287,43571,6.0,22968
Tovey village,1775809,57688,43563,2.1,24112
Towanda village,1775822,98280,76213,0.3,42793
Tower Hill village,1775848,63962,51677,1.4,24391
Tower Lakes village,1775874,171784,124504,0.1,56637
Tremont village,1775965,77377,64185,0.9,31041
Trenton city,1775991,85546,76005,2.4,36644
Trout Valley village,1776160,110677,88249,0.8,38335
Troy city,1776199,85936,70646,2.1,32878
Troy Grove village,1776225,69794,55421,0.6,28755
Tuscola city,1776407,62148,52177,4.2,26843
Twin Grove CDP,1776511,108212,90931,1.2,41652
Ullin village,1776615,49835,30417,3.0,23895
"Unincorporated, Adams County",1799999,73866,56159,2.7,28372
"Unincorporated, Alexander County",1799999,42471,32483,6.4,15279
"Unincorporated, Bond County",1799999,71326,47560,4.4,27844
"Unincorporated, Boone County",1799999,98975,77509,2.0,34252
"Unincorporated, Brown County",1799999,61101,44480,5.7,12926
"Unincorporated, Bureau County",1799999,63111,48632,2.6,25137
"Unincorporated, Calhoun County",1799999,65015,49189,7.7,26587
"Unincorporated, Carroll County",1799999,66016,51992,4.4,28323
"Unincorporated, Cass County",1799999,58396,48237,3.7,23565
"Unincorporated, Champaign County",1799999,84262,58305,2.1,34135
"Unincorporated, Christian County",1799999,69495,51313,3.2,23968
"Unincorporated, Clark County",1799999,68887,49306,3.8,27584
"Unincorporated, Clay County",1799999,55797,42851,5.8,22550
"Unincorporated, Clinton County",1799999,76172,57043,2.6,25104
"Unincorporated, Coles County",1799999,70139,46653,2.9,27760
"Unincorporated, Cook County",1799999,85898,59372,0.8,30731
"Unincorporated, Crawford County",1799999,67791,50725,3.8,26636
"Unincorporated, Cumberland County",1799999,58632,44561,7.3,22601
"Unincorporated, De Witt County",1799999,79498,59270,2.2,31189
"Unincorporated, DeKalb County",1799999,79175,63101,1.6,30775
"Unincorporated, Douglas County",1799999,63240,50884,2.8,21162
"Unincorporated, DuPage County",1799999,108217,77992,0.9,39855
"Unincorporated, Edgar County",1799999,65704,45194,4.1,26812
"Unincorporated, Edwards County",1799999,54984,41019,4.5,22236
"Unincorporated, Effingham County",1799999,72964,56734,4.2,26567
"Unincorporated, Fayette County",1799999,61415,43364,8.1,24175
"Unincorporated, Ford County",1799999,67861,53584,2.2,25517
"Unincorporated, Franklin County",1799999,55010,40225,4.8,22258
"Unincorporated, Fulton County",1799999,58969,47000,2.8,23714
"Unincorporated, Gallatin County",1799999,56501,39292,5.9,22952
"Unincorporated, Greene County",1799999,65939,48062,3.9,24316
"Unincorporated, Grundy County",1799999,85306,67762,1.8,31891
"Unincorporated, Hamilton County",1799999,60159,49381,5.2,23940
"Unincorporated, Hancock County",1799999,56204,41013,4.5,22758
"Unincorporated, Hardin County",1799999,44197,35898,12.2,19483
"Unincorporated, Henderson County",1799999,58490,51001,4.9,24627
"Unincorporated, Henry County",1799999,79172,63451,1.7,30821
"Unincorporated, Iroquois County",1799999,72264,54347,3.4,28458
"Unincorporated, Jackson County",1799999,57539,43119,6.3,24233
"Unincorporated, Jasper County",1799999,63863,54264,3.0,25090
"Unincorporated, Jefferson County",1799999,62216,46453,6.0,24650
"Unincorporated, Jersey County",1799999,72977,57805,3.8,27272
"Unincorporated, Jo Daviess County",1799999,70886,52243,3.7,28253
"Unincorporated, Johnson County",1799999,56941,44324,6.4,19471
"Unincorporated, Kane County",1799999,118240,87971,0.9,39341
"Unincorporated, Kankakee County",1799999,74353,58273,3.2,28331
"Unincorporated, Kendall County",1799999,106032,83962,0.5,37754
"Unincorporated, Knox County",1799999,65216,53659,1.8,27078
"Unincorporated, Lake County",1799999,113637,83069,0.6,42080
"Unincorporated, LaSalle County",1799999,73518,57449,2.2,28873
"Unincorporated, Lawrence County",1799999,58385,46061,5.9,23322
"Unincorporated, Lee County",1799999,72426,54741,2.8,28201
"Unincorporated, Livingston County",1799999,66259,55046,2.8,23452
"Unincorporated, Logan County",1799999,72217,54071,1.6,19256
"Unincorporated, Macon County",1799999,80501,58600,1.0,31949
"Unincorporated, Macoupin County",1799999,67314,52425,3.0,26570
"Unincorporated, Madison County",1799999,83190,64327,1.9,31545
"Unincorporated, Marion County",1799999,61455,48748,4.5,24251
"Unincorporated, Marshall County",1799999,67624,55576,3.3,27335
"Unincorporated, Mason County",1799999,64440,48730,3.9,26501
"Unincorporated, Massac County",1799999,59974,50994,7.0,23654
"Unincorporated, McDonough County",1799999,63485,49103,1.8,25702
"Unincorporated, McHenry County",1799999,97140,75827,1.4,35097
"Unincorporated, McLean County",1799999,94396,75426,0.9,35658
"Unincorporated, Menard County",1799999,72378,60482,3.7,28256
"Unincorporated, Mercer County",1799999,70553,58512,2.6,28030
"Unincorporated, Monroe County",1799999,92623,71330,2.4,34131
"Unincorporated, Montgomery County",1799999,64753,49730,3.1,26012
"Unincorporated, Morgan County",1799999,69080,56745,2.5,27592
"Unincorporated, Moultrie County",1799999,73625,53119,4.1,25638
"Unincorporated, Ogle County",1799999,78082,62766,3.1,29616
"Unincorporated, Peoria County",1799999,87985,66308,2.0,33550
"Unincorporated, Perry County",1799999,56330,45612,5.4,22598
"Unincorporated, Piatt County",1799999,76888,65057,2.0,29540
"Unincorporated, Pike County",1799999,56049,41644,5.5,22239
"Unincorporated, Pope County",1799999,48430,40328,10.3,19131
"Unincorporated, Pulaski County",1799999,47116,32841,10.5,19761
"Unincorporated, Putnam County",1799999,69015,58736,4.6,28356
"Unincorporated, Randolph County",1799999,61959,50268,2.9,25098
"Unincorporated, Richland County",1799999,67217,54579,3.9,26777
"Unincorporated, Rock Island County",1799999,76300,57703,1.7,31262
"Unincorporated, Saline County",1799999,65076,43104,4.0,26068
"Unincorporated, Sangamon County",1799999,80736,63104,2.2,32588
"Unincorporated, Schuyler County",1799999,62408,49489,8.0,22905
"Unincorporated, Scott County",1799999,69645,50666,3.1,27006
"Unincorporated, Shelby County",1799999,59384,48711,4.7,23506
"Unincorporated, St. Clair County",1799999,79655,59472,2.2,31555
"Unincorporated, Stark County",1799999,64563,53615,4.1,25944
"Unincorporated, Stephenson County",1799999,68696,55736,3.2,27140
"Unincorporated, Tazewell County",1799999,77713,62050,1.1,29480
"Unincorporated, Union County",1799999,56479,44666,9.5,22319
"Unincorporated, Vermilion County",1799999,61230,47800,3.1,24603
"Unincorporated, Wabash County",1799999,61347,51783,3.1,24525
"Unincorporated, Warren County",1799999,61870,47439,2.6,25551
"Unincorporated, Washington County",1799999,67525,56430,2.8,26547
"Unincorporated, Wayne County",1799999,58086,46766,5.7,22951
"Unincorporated, White County",1799999,61991,47081,4.6,26111
"Unincorporated, Whiteside County",1799999,73597,54054,2.9,29013
"Unincorporated, Will County",1799999,96966,76055,0.8,35448
"Unincorporated, Williamson County",1799999,64482,46910,4.2,24666
"Unincorporated, Winnebago County",1799999,78592,61039,3.1,30889
"Unincorporated, Woodford County",1799999,91083,72453,2.3,33068
Union Hill village,1776771,84639,65135,0.0,36482
Union village,1776706,90764,67161,0.4,34897
University Park village,1776935,72277,52379,3.8,24494
Urbana city,1777005,54109,31399,20.1,22248
Ursa village,1777044,60832,49046,1.1,25363
Valier village,1777148,56824,42806,1.7,23273
Valley City village,1777187,49838,41250,0.1,30669
Valmeyer village,1777265,103253,78813,0.3,35480
Vandalia city,1777317,54069,48160,7.2,18112
Varna village,1777395,68976,51778,1.8,29099
Venedy village,1777408,65234,57828,0.2,26945
Venetian Village CDP,1777460,104380,74509,0.4,39299
Venice city,1777473,37060,22033,39.0,14432
Vergennes village,1777525,62678,57802,0.9,22926
Vermilion village,1777551,71457,48796,0.6,31124
Vermont village,1777642,55837,43125,2.3,23775
Vernon Hills village,1777694,124239,94844,1.6,47082
Vernon village,1777681,74663,57848,0.5,34148
Verona village,1777707,82661,65547,0.5,32295
Versailles village,1777720,59981,51702,2.0,27481
Victoria village,1777811,61694,48944,0.4,22842
Vienna city,1777863,50984,36856,3.0,23323
Villa Grove city,1777941,61188,48104,6.2,24721
Villa Park village,1777993,84023,68806,4.2,30791
Viola village,1778123,61400,51157,1.7,25010
Virden city,1778149,53087,43844,3.7,22351
Virgil village,1778175,91537,66120,0.3,30883
Virginia city,1778201,59468,48510,4.6,25064
Volo village,1778227,107379,90670,0.3,40620
Wadsworth village,1778370,129699,92499,0.4,45250
Waggoner village,1778383,80749,50086,1.6,30053
Walnut Hill village,1778604,67516,54200,0.2,23756
Walnut village,1778526,58422,52579,4.4,22238
Walshville village,1778656,72013,59286,0.2,29255
Waltonville village,1778708,60196,52682,1.4,23995
Wamac city,1778721,54387,38218,1.5,23270
Wapella village,1778773,74087,58522,0.3,31069
Warren village,1778851,64151,49469,3.1,28122
Warrensburg village,1778916,76866,57578,1.9,29857
Warrenville city,1778929,97292,69642,5.6,36207
Warsaw city,1778942,65443,46226,9.1,28181
Washburn village,1779007,71019,56761,1.0,26809
Washington city,1779033,80731,65534,3.5,31313
Washington Park village,1779085,35420,25713,13.7,9885
Wataga village,1779124,77471,61238,3.4,31705
Waterloo city,1779150,90176,68372,2.8,35479
Waterman village,1779163,70363,59667,0.9,25884
Watseka city,1779228,48616,34947,6.3,21139
Watson village,1779241,56359,49881,2.6,19733
Wauconda village,1779267,95365,74848,2.8,34920
Waukegan city,1779293,66934,44791,10.6,21099
Waverly city,1779358,64653,49866,4.4,27899
Wayne City village,1779436,50978,45662,3.6,22278
Wayne village,1779397,138042,102158,0.3,47869
Waynesville village,1779449,91204,64666,1.0,38667
Weldon village,1779683,72399,57941,0.5,28858
Wellington village,1779735,72971,49201,1.1,30756
Wenona city,1779813,68918,51778,1.4,28977
Wenonah village,1779826,55051,37865,0.1,25294
West Brooklyn village,1780008,62373,57148,0.4,24159
West Chicago city,1780060,107160,70570,6.4,29000
West City village,1780073,50509,35599,1.0,23459
West Dundee village,1780125,106034,75971,1.4,40282
West Frankfort city,1780333,43045,34392,13.5,18434
West Peoria city,1780736,57722,46826,6.4,25184
West Point village,1780762,53370,42649,0.7,19189
West Salem village,1780853,54489,42208,2.1,22111
West Union CDP,1780879,73095,52500,0.3,30964
West York CDP,1780957,81172,59265,0.6,32091
Westchester village,1780047,83488,69293,3.3,34283
Western Springs village,1780242,168598,131217,1.3,57213
Westervelt CDP,1780255,63962,51677,0.3,24485
Westfield village,1780281,67103,48529,4.0,27355
Westmont village,1780645,106881,69106,2.0,44844
Westville village,1780931,48089,36340,7.4,20816
Wheaton city,1781048,121526,87625,3.3,44092
Wheeler village,1781074,65851,57769,0.2,23742
Wheeling village,1781087,80061,59875,6.3,30752
White City village,1781191,50590,44148,0.8,20498
White Hall city,1781256,47693,33051,10.9,19513
White Heath CDP,1781295,82924,69112,0.4,34314
Whiteash village,1781165,76876,53362,0.3,32537
Williamsfield village,1781802,57571,50859,1.7,23407
Williamson village,1781815,74257,56099,0.5,30671
Williamsville village,1781854,98624,88317,0.5,37084
Willisville village,1781867,54913,39857,4.7,21774
Willow Hill village,1782010,65851,57769,0.3,25195
Willow Springs village,1782049,101637,67001,1.1,41288
Willowbrook CDP,1781938,124850,85864,1.3,44804
Willowbrook village,1781919,96192,65581,2.1,45415
Wilmette village,1782075,196590,130634,1.8,70705
Wilmington city,1782101,72987,58433,4.7,28639
Wilmington village,1782088,62977,57100,1.1,22175
Wilsonville village,1782218,63346,48125,1.5,25079
Winchester city,1782270,65824,46264,2.4,29338
Windsor city,1782322,60467,50377,3.1,24605
Windsor village,1782309,61400,51157,1.3,25693
Winfield village,1782400,116531,90616,2.2,43815
Winnebago village,1782491,89262,76849,1.8,32930
Winnetka village,1782530,278972,202984,1.6,93899
Winslow village,1782543,65378,49619,0.7,26693
Winthrop Harbor village,1782686,90098,72686,2.6,34519
Witt city,1782725,53259,40896,3.6,24241
Wonder Lake village,1782855,88170,80736,1.3,30748
Wood Dale city,1782985,89731,62084,3.7,33696
Wood River city,1783271,57276,49344,4.7,23890
Woodhull village,1783063,66619,56786,1.7,28504
Woodland village,1783102,57157,42039,1.2,21346
Woodlawn village,1783206,60196,52682,2.2,23026
Woodridge village,1783245,102021,78616,1.9,39130
Woodson village,1783336,71215,61554,1.3,29070
Woodstock city,1783349,78340,57276,5.6,28509
Worden village,1783505,85826,70629,2.3,35268
Worth village,1783518,68427,52868,6.9,27297
Wyanet village,1783622,65492,50605,2.0,26170
Wyoming city,1783687,70932,59000,3.8,30527
Xenia village,1783739,54126,39898,2.0,22979
Yale village,1783765,61496,52322,0.1,27888
Yates City village,1783817,57571,50859,2.0,24341
Yorkville city,1784038,107117,82792,1.2,37425
Zeigler city,1784155,49233,38016,9.2,19710
Zion city,1784220,75963,54685,7.6,24998
